treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,model_descr,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unadjusted,-0.7626391564885855,0.009610918790316593,0.009617039412554212,-79.3008246896676,0,-0.781488207375094,-0.743790105602077,0.4664338093754333,0.4577243154766077,0.4753090259186735,0.5335661906245668,0.5246909740813265,0.5422756845233923
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,region- and trial-stratified,-0.7878514353102529,0.009635214376837628,0.009648714565183774,-81.65351249513796,0,-0.8067625683551202,-0.7689403022653857,0.4548209584834934,0.4463005975924372,0.4635039822750823,0.5451790415165065,0.5364960177249176,0.5536994024075628
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,2,Demographic adjustment,-0.801317672744104,0.00964639091892279,0.009665423194177198,-82.90559623161114,0,-0.8202615541000294,-0.7823737913881786,0.44873728549307507,0.44031647286475234,0.45731914157466663,0.5512627145069249,0.5426808584253333,0.5596835271352476
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,3,Full adjustment,-0.8423856253343563,0.009653925801488843,0.009668351486684323,-87.12815483534361,0,-0.8613352460381319,-0.8234360046305808,0.43068185136820913,0.42259743388003285,0.4389209262226715,0.5693181486317909,0.5610790737773286,0.5774025661199671
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,Unadjusted,-1.4600537814247292,0.08567634009964646,0.08577189435106217,-17.02251993466259,5.591168397278615e-65,-1.6281636052385855,-1.2919439576108729,0.23222378506788896,0.196289708743896,0.27473618813922707,0.767776214932111,0.7252638118607729,0.803710291256104
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,1,region- and trial-stratified,-1.4524369551613359,0.08583862665155512,0.08613044011882069,-16.863224583058393,8.388498701552279e-64,-1.621249515766808,-1.2836243945558636,0.2339993467812771,0.19765157596314914,0.27703140755261785,0.7660006532187229,0.7229685924473821,0.8023484240368508
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,2,Demographic adjustment,-1.4261833449526333,0.08590355438482308,0.08625553605407843,-16.534397792838238,2.0744088919990744e-61,-1.595241089085823,-1.2571256008194436,0.2402240270585715,0.20285961536735012,0.2844705343236356,0.7597759729414285,0.7155294656763644,0.7971403846326499
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,3,Full adjustment,-1.4635725107859403,0.08594946387198975,0.08611619515818686,-16.99532251857509,8.893984328563408e-65,-1.6323571517816091,-1.2947878697902715,0.23140808836659127,0.19546828226323978,0.2739559725058821,0.7685919116334088,0.7260440274941179,0.8045317177367602
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,0,Unadjusted,-1.6690608238726634,0.15007344094383657,0.15011894418211338,-11.118255813522644,1.0225141955515748e-28,-1.9632885478667843,-1.3748330998785425,0.18842394583666403,0.14039596208718577,0.2528817982856972,0.811576054163336,0.7471182017143028,0.8596040379128143
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,1,region- and trial-stratified,-1.6876988008573273,0.15041139983832963,0.1506563670125419,-11.202306509334777,3.972538327532692e-29,-1.9829798542435575,-1.392417747471097,0.1849446291015681,0.1376584234948199,0.24847383084264146,0.8150553708984319,0.7515261691573585,0.8623415765051801
