treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,model_descr,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,postest,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,Positive SARS-CoV-2 test,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,0,Unadjusted,-0.6049497877150805,0.006169101056109283,0.006168813169162684,-98.06583067536677,0,-0.6170404393539957,-0.5928591360761652,0.5461018469728202,0.5395388750352613,0.5527446511572219,0.45389815302717984,0.44725534884277807,0.4604611249647387
pfizer,postest,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,Positive SARS-CoV-2 test,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,3,Full adjustment,-0.6964688179055293,0.006186281458807946,0.006178263206003595,-112.72890045033216,0,-0.7085779912763053,-0.6843596445347533,0.49834193659436155,0.4923438171134408,0.5044131298827658,0.5016580634056385,0.49558687011723423,0.5076561828865592
pfizer,postest,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,Positive SARS-CoV-2 test,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,0,Unadjusted,-0.6850046808352872,0.025966455004193412,0.025966911996859243,-26.379905354866228,2.3302840893257964e-153,-0.7358988931388524,-0.634110468531722,0.5040878700170134,0.4790746284720804,0.5304070923327933,0.4959121299829866,0.46959290766720674,0.5209253715279196
pfizer,postest,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,Positive SARS-CoV-2 test,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,3,Full adjustment,-0.7475353151875386,0.02604274042879186,0.02595560511539777,-28.80053506223496,2.1121147473487024e-182,-0.7984073664106618,-0.6966632639644154,0.47353222332467343,0.45004515067814094,0.4982450453891749,0.5264677766753265,0.5017549546108251,0.5499548493218591
pfizer,covidemergency,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,COVID-19 A&E attendance,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,0,Unadjusted,-1.3548721836681232,0.07466446517707155,0.07466104644918138,-18.146975539518152,1.3566819790840965e-73,-1.501205145756591,-1.2085392215796558,0.2579802664359542,0.222861417752165,0.2986331978933099,0.7420197335640458,0.7013668021066901,0.7771385822478349
pfizer,covidemergency,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,COVID-19 A&E attendance,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,3,Full adjustment,-1.3680423926437724,0.07478491650377617,0.07474652442215324,-18.30242145999118,7.915147227218046e-75,-1.5145428884807361,-1.2215418968068086,0.2546048884216831,0.21990868466914715,0.2947753032389101,0.7453951115783168,0.7052246967610899,0.7800913153308529
pfizer,covidemergency,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,COVID-19 A&E attendance,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,0,Unadjusted,-1.0241870049075135,0.28948687127242495,0.28949784701029047,-3.5378052565313474,4.0346751533083537e-4,-1.5915923586495693,-0.45678165116545777,0.35908828377890734,0.20360114742283558,0.6333186093469867,0.6409117162210927,0.3666813906530133,0.7963988525771644
pfizer,covidemergency,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,COVID-19 A&E attendance,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,3,Full adjustment,-1.020829282810158,0.29085921210865257,0.2923391543227438,-3.4919348561949985,4.7953518523103375e-4,-1.5938034965536327,-0.4478550690666834,0.36029602894586443,0.20315145455814454,0.6389972877944861,0.6397039710541356,0.36100271220551394,0.7968485454418555
pfizer,covidadmittedproxy1,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,0,Unadjusted,-1.6417370249247134,0.16773532138798075,0.16774432244663323,-9.78713914712089,1.2786244369326466e-22,-1.9705098555311884,-1.3129641943182386,0.1936433865968495,0.13938577148855794,0.2690214415161813,0.8063566134031506,0.7309785584838187,0.8606142285114421
pfizer,covidadmittedproxy1,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,3,Full adjustment,-1.6604274255958027,0.16794658335633927,0.16796662946229948,-9.88546017093526,4.8136506411665434e-23,-1.989635969946494,-1.3312188812451113,0.19005772720068712,0.13674519574695593,0.26415509130963316,0.8099422727993129,0.7358449086903669,0.8632548042530441
