treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,postest,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,Positive SARS-CoV-2 test,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.6167558325413004,0.0061213981064061574,0.0061246939877294,-100.69986088724566,0,-0.628760012173579,-0.6047516529090218,NA,Unadjusted,0.5396924533284878,0.5332526179744239,0.546210059476336,0.4603075466715122,0.45378994052366395,0.4667473820255761
pfizer,postest,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,Positive SARS-CoV-2 test,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.7085610093003755,0.00620164956901008,0.00620880680276444,-114.1219290290837,0,-0.720730047020761,-0.6963919715799899,NA,Full adjustment,0.4923521781552855,0.4863970336059468,0.49838023381253244,0.5076478218447145,0.5016197661874675,0.5136029663940531
pfizer,postest,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,Positive SARS-CoV-2 test,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.7008130406021748,0.025681660941730623,0.025688218038639774,-27.28149689277878,7.032763596331332e-164,-0.7511610227849208,-0.6504650584194287,NA,Unadjusted,0.4961817238626497,0.4718184426561663,0.521803051422312,0.5038182761373503,0.478196948577688,0.5281815573438338
pfizer,postest,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,Positive SARS-CoV-2 test,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.7636749982025258,0.025988041956688777,0.025879799142866873,-29.508536522510607,2.237306780330179e-191,-0.8143984724496754,-0.7129515239553762,NA,Full adjustment,0.46595090792680033,0.4429056672089632,0.4901952372069712,0.5340490920731997,0.5098047627930288,0.5570943327910368
pfizer,covidemergency,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,COVID-19 A&E attendance,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.4067659082772366,0.07377895277805677,0.0737861273698776,-19.06545252368854,4.890286339137736e-81,-1.5513840604808817,-1.2621477560735914,NA,Unadjusted,0.24493414309211944,0.21195441299385867,0.28304546060104496,0.7550658569078805,0.716954539398955,0.7880455870061414
pfizer,covidemergency,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,COVID-19 A&E attendance,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.4192894760015344,0.07434809341501698,0.07458102611867748,-19.03016825945894,9.594415065811196e-81,-1.5654656011241834,-1.2731133508788854,NA,Full adjustment,0.24188582153523866,0.20899068421928965,0.2799586540344798,0.7581141784647614,0.7200413459655202,0.7910093157807103
pfizer,covidemergency,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,COVID-19 A&E attendance,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.139151155384459,0.2787322219712114,0.278781434198048,-4.08618012408674,4.385333776473133e-5,-1.685552725971056,-0.5927495847978621,NA,Unadjusted,0.3200906137242769,0.18534196032421596,0.5528052083573303,0.6799093862757231,0.44719479164266973,0.8146580396757841
pfizer,covidemergency,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,COVID-19 A&E attendance,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.1489872038755085,0.28265396313447544,0.2836358555260515,-4.050923680803733,5.1015846394117904e-5,-1.7049032654307754,-0.5930711423202416,NA,Full adjustment,0.3169576203228218,0.18178997069934308,0.5526274782609285,0.6830423796771782,0.4473725217390715,0.8182100293006569
pfizer,covidadmittedproxy1,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.7309208077611327,0.1655465463582555,0.1655447439893608,-10.455909176267022,1.3767197510033083e-25,-2.0553825438101834,-1.406459071712082,NA,Unadjusted,0.17712124024475348,0.1280438438274958,0.24500930937456714,0.8228787597552465,0.7549906906254329,0.8719561561725042
pfizer,covidadmittedproxy1,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.7501192688054792,0.16644851777473535,0.1662197221498786,-10.528950753674193,6.353874776071987e-26,-2.0759039377394957,-1.4243345998714625,NA,Full adjustment,0.17375321887570858,0.12544298358079137,0.24066855082592933,0.8262467811242914,0.7593314491740707,0.8745570164192087
pfizer,covidadmittedproxy1,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.7748346001903438,0.4935488562852954,0.493657958992296,-1.5695778546182335,0.11651335386251639,-1.7423864204967945,0.19271722011610704,NA,Unadjusted,0.46077998761875744,0.175102034532608,1.2125398631527822,0.5392200123812425,-0.21253986315278217,0.824897965467392
pfizer,covidadmittedproxy1,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.6887927086648424,0.5051413645829785,0.49759951332330515,-1.3842310738300772,0.16628771142633755,-1.664069833503179,0.2864844161734942,NA,Full adjustment,0.5021819831920025,0.18936671866372806,1.3317374141676848,0.49781801680799753,-0.33173741416768476,0.810633281336272
pfizer,covidadmitted,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,COVID-19 hospitalisation,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.6147046033221224,0.0450725586889922,0.04508130218540425,-35.81761229259494,5.875122444679334e-281,-1.7030623319816816,-1.5263468746625632,NA,Unadjusted,0.19894943076250332,0.18212494217260558,0.21732814587917373,0.8010505692374967,0.7826718541208263,0.8178750578273944
pfizer,covidadmitted,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,COVID-19 hospitalisation,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.6198087045946823,0.04536437621080217,0.04540651660686117,-35.67348534174763,1.0190739510522728e-278,-1.70880384180755,-1.5308135673818146,NA,Full adjustment,0.1979365598166444,0.18108226615918466,0.2163595726022499,0.8020634401833556,0.7836404273977501,0.8189177338408153
