treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,period_id,term_left,term_right,term_midpoint,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,postest,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,Positive SARS-CoV-2 test,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.32099802264335625,0.010807484783484124,0.01080540693045831,-29.707166487041427,6.204830484477948e-194,-0.34217623106535405,-0.29981981422135845,NA,Unadjusted,1,0,7,3.5,0.7254246854120442,0.710223030318421,0.7409517176164067,0.2745753145879558,0.25904828238359334,0.28977696968157896
pfizer,postest,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,Positive SARS-CoV-2 test,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.5759490286274914,0.0125816607095546,0.012583743090854175,-45.76929332307248,0,-0.6006127118762703,-0.5512853453787125,NA,Unadjusted,2,7,14,10.5,0.5621710990990576,0.5484754756820114,0.5762087069969019,0.4378289009009424,0.42379129300309815,0.4515245243179886
pfizer,postest,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,Positive SARS-CoV-2 test,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.0342014817985865,0.013281678350669995,0.013282309120105962,-77.86307881007485,0,-1.060234329305522,-1.008168634291651,NA,Unadjusted,3,14,28,21,0.3555101489376256,0.3463746350918687,0.36488660887114627,0.6444898510623744,0.6351133911288538,0.6536253649081313
pfizer,postest,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,Positive SARS-CoV-2 test,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-0.7825514559916726,0.018871725915326567,0.018870909804034604,-41.46866601123614,0,-0.8195377595630843,-0.745565152420261,NA,Unadjusted,4,28,42,35,0.4572378993678545,0.44063528688634407,0.4744660785014571,0.5427621006321455,0.5255339214985428,0.5593647131136559
pfizer,postest,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,Positive SARS-CoV-2 test,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-0.4965573474154372,0.018504559023583805,0.018499664154493712,-26.841424972291705,1.062130134372494e-158,-0.5328160228843315,-0.46029867194654295,NA,Unadjusted,5,42,70,56,0.6086223324413224,0.586949776239016,0.6310951269457059,0.39137766755867764,0.3689048730542941,0.413050223760984
pfizer,postest,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,Positive SARS-CoV-2 test,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.3806579265466631,0.010827620320726017,0.010816190728090794,-35.1933445069579,2.5278200962338533e-271,-0.4018572708236371,-0.3594585822696891,NA,Full adjustment,1,0,7,3.5,0.6834116266151767,0.669076235575616,0.6980541626784736,0.31658837338482326,0.30194583732152636,0.330923764424384
pfizer,postest,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,Positive SARS-CoV-2 test,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.6611905625459589,0.012615545130974983,0.012625208248776654,-52.37066585495937,0,-0.6859355160108791,-0.6364456090810386,NA,Full adjustment,2,7,14,10.5,0.5162363568083639,0.503618865612775,0.5291699622223449,0.4837636431916361,0.4708300377776551,0.496381134387225
pfizer,postest,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,Positive SARS-CoV-2 test,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.1504983942137266,0.013336017779913065,0.013306543269486958,-86.4611019491379,0,-1.1765787397806449,-1.1244180486468083,NA,Full adjustment,3,14,28,21,0.3164789987645881,0.30833181953051225,0.32484145428631156,0.6835210012354118,0.6751585457136884,0.6916681804694877
pfizer,postest,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,Positive SARS-CoV-2 test,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-0.9125114469149682,0.018926623778549184,0.01885802063594707,-48.388506117950854,0,-0.9494724881811376,-0.8755504056487988,NA,Full adjustment,4,28,42,35,0.40151457418467174,0.38694508773363984,0.41663263959994395,0.5984854258153283,0.583367360400056,0.6130549122663602
pfizer,postest,prior_covid_infection-FALSE,prior_covid_infection,FALSE,BNT162b2,Positive SARS-CoV-2 test,No prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,No prior SARS-CoV-2 infection,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-0.6104466163040128,0.018560801948280515,0.018515690518098295,-32.96915206631518,2.248979525721213e-238,-0.6467367028683751,-0.5741565297396504,NA,Full adjustment,5,42,70,56,0.5431082538995508,0.5237521499339584,0.5631796938513993,0.45689174610044925,0.4368203061486007,0.47624785006604164
pfizer,postest,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,Positive SARS-CoV-2 test,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.2358837549442294,0.05574812346423276,0.05574397626275372,-4.231555959201265,2.3208023670914e-5,-0.34513994077428234,-0.12662756911417644,NA,Unadjusted,1,0,7,3.5,0.7898724873676162,0.7081212514975381,0.8810617461075789,0.21012751263238383,0.11893825389242108,0.29187874850246187
pfizer,postest,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,Positive SARS-CoV-2 test,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.753919506496965,0.05644425531947194,0.05645075289677783,-13.355349004388534,1.1024025055600113e-40,-0.8645609490748197,-0.6432780639191104,NA,Unadjusted,2,7,14,10.5,0.47051873260570903,0.4212364562891424,0.5255667557437599,0.529481267394291,0.4744332442562401,0.5787635437108576
pfizer,postest,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,Positive SARS-CoV-2 test,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.1111909331986995,0.05161406299365078,0.05161478740007369,-21.528538412561844,8.414569169406246e-103,-1.2123540575725358,-1.0100278088248633,NA,Unadjusted,3,14,28,21,0.3291667119851088,0.29749613146126774,0.3642088512105381,0.6708332880148913,0.6357911487894619,0.7025038685387323
pfizer,postest,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,Positive SARS-CoV-2 test,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-0.7626807001922857,0.06917529538693135,0.06919553845571928,-11.022108032013547,2.9897416619418443e-28,-0.8983014634563518,-0.6270599369282197,NA,Unadjusted,4,28,42,35,0.46641443238995944,0.40726081997950087,0.5341599586049006,0.5335855676100405,0.4658400413950994,0.5927391800204991
pfizer,postest,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,Positive SARS-CoV-2 test,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-0.4825535105513032,0.06164849266369944,0.06163620030579151,-7.829060003005427,4.915310302340336e-15,-0.6033582432945512,-0.3617487778080552,NA,Unadjusted,5,42,70,56,0.6172053375327756,0.546971684329197,0.6964573113983644,0.3827946624672244,0.3035426886016356,0.45302831567080304
pfizer,postest,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,Positive SARS-CoV-2 test,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.2778782292508466,0.0558279833684129,0.05573275954334587,-4.985904726908924,6.167253136089211e-7,-0.3871124307148355,-0.16864402778685772,NA,Full adjustment,1,0,7,3.5,0.7573890437304931,0.6790147485213167,0.844809578602227,0.2426109562695069,0.15519042139777295,0.3209852514786833
pfizer,postest,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,Positive SARS-CoV-2 test,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.8136826530925984,0.05658780592891661,0.05643965787614608,-14.416860124811228,4.053687698204718e-47,-0.924302349829607,-0.7030629563555897,NA,Full adjustment,2,7,14,10.5,0.443222821157836,0.39680815580856704,0.4950666117101765,0.556777178842164,0.5049333882898235,0.603191844191433
pfizer,postest,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,Positive SARS-CoV-2 test,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.179946708423721,0.05180523151675967,0.051667039002706604,-22.837513648922457,1.944814773809103e-115,-1.281212244056852,-1.0786811727905898,NA,Full adjustment,3,14,28,21,0.3072951144058107,0.2777004555984736,0.3400436889243595,0.6927048855941893,0.6599563110756406,0.7222995444015263
pfizer,postest,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,Positive SARS-CoV-2 test,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-0.8318444375016971,0.0693682829924082,0.06926542415539107,-12.009519145302932,3.1668103750174e-33,-0.9676021742201543,-0.69608670078324,NA,Full adjustment,4,28,42,35,0.4352457619183231,0.3799931038383653,0.4985323979680476,0.5647542380816769,0.5014676020319524,0.6200068961616347
pfizer,postest,prior_covid_infection-TRUE,prior_covid_infection,TRUE,BNT162b2,Positive SARS-CoV-2 test,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,Prior SARS-CoV-2 infection,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-0.5624922326587161,0.06191251171821388,0.0613779725260063,-9.16439904267584,4.982380469148315e-20,-0.6827908482537773,-0.44219361706365484,NA,Full adjustment,5,42,70,56,0.5697872504457684,0.5052050723607862,0.6426252002052317,0.4302127495542316,0.35737479979476827,0.49479492763921384
