treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.5913584000150937,0.006465962910042868,0.006470917089839639,-91.38710816487198,0,-0.6040411644581241,-0.5786756355720633,NA,Unadjusted,0.5535747977474348,0.5465982733097501,0.5606403672765627,0.4464252022525652,0.43935963272343725,0.4534017266902499
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.6825336582463765,0.006558745130289902,0.00656450965750048,-103.97328876902891,0,-0.6953998607512427,-0.6696674557415102,NA,Full adjustment,0.5053350227673423,0.4988749275942837,0.5118787718330634,0.4946649772326577,0.4881212281669366,0.5011250724057164
pfizer,postest,age65plus-TRUE,age65plus,TRUE,BNT162b2,Positive SARS-CoV-2 test,Aged 65 and over,Age,Aged 65 and over,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.7677673885392124,0.015312725430785237,0.01531916022336709,-50.11811204690568,0,-0.7977923908504105,-0.7377423862280144,NA,Unadjusted,0.4640479514100985,0.4503220025666649,0.4781922712648945,0.5359520485899014,0.5218077287351055,0.5496779974333351
pfizer,postest,age65plus-TRUE,age65plus,TRUE,BNT162b2,Positive SARS-CoV-2 test,Aged 65 and over,Age,Aged 65 and over,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.8012610844037158,0.015430732329651965,0.015438648335191641,-51.89969141127987,0,-0.8315202791106706,-0.771001889696761,NA,Full adjustment,0.4487626795098273,0.4353868733542,0.4625494125933488,0.5512373204901727,0.5374505874066512,0.5646131266458
pfizer,covidemergency,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 A&E attendance,Aged 18-64,Age,Aged 18-64,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.2256504344371983,0.10601977904609527,0.10602383896241596,-11.56014011972982,6.5601657126674915e-31,-1.4334533403062082,-1.0178475285681885,NA,Unadjusted,0.2935666923248743,0.238483932402143,0.3613719464221356,0.7064333076751257,0.6386280535778643,0.761516067597857
pfizer,covidemergency,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 A&E attendance,Aged 18-64,Age,Aged 18-64,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.2609932944945461,0.10718370062163579,0.10740605662228293,-11.740430047898574,7.908329082856376e-32,-1.4715052971956903,-1.0504812917934019,NA,Full adjustment,0.2833724144019195,0.2295796393643327,0.3497693674679085,0.7166275855980805,0.6502306325320915,0.7704203606356673
pfizer,covidemergency,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 A&E attendance,Aged 65 and over,Age,Aged 65 and over,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.5211105014478183,0.09660176561306762,0.09663066473565393,-15.74148853895416,7.857336328671797e-56,-1.7105031241318647,-1.331717878763772,NA,Unadjusted,0.2184691418944147,0.18077481756001995,0.2640233114561724,0.7815308581055853,0.7359766885438276,0.8192251824399801
pfizer,covidemergency,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 A&E attendance,Aged 65 and over,Age,Aged 65 and over,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.5036643640421015,0.09725516973566427,0.09727250504601175,-15.458267095422695,6.63598421640908e-54,-1.6943149706182752,-1.3130137574659277,NA,Full adjustment,0.22231402623198604,0.18372504298227163,0.26900810829716476,0.777685973768014,0.7309918917028353,0.8162749570177283
pfizer,covidadmittedproxy1,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Aged 18-64,Age,Aged 18-64,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.551117679090286,0.28416761065926516,0.28421362711787235,-5.457576734865667,4.8267657707229966e-8,-2.1081661521568122,-0.9940692060237599,NA,Unadjusted,0.21201088122584402,0.12146050240282613,0.37006774110884205,0.787989118774156,0.629932258891158,0.8785394975971739
pfizer,covidadmittedproxy1,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Aged 18-64,Age,Aged 18-64,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.5961408104220576,0.2864990012959222,0.28392211485968705,-5.6217558509342,1.8902628612056043e-8,-2.1526179299614885,-1.0396636908826267,NA,Full adjustment,0.2026771803258002,0.11617960922414573,0.35357357198167993,0.7973228196741998,0.6464264280183201,0.8838203907758543
pfizer,covidadmittedproxy1,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Aged 65 and over,Age,Aged 65 and over,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.702954013339099,0.186757438973024,0.18672155377184657,-9.120286217304745,7.492618724134002e-20,-2.0689215338692772,-1.3369864928089208,NA,Unadjusted,0.18214467076759017,0.1263219422058334,0.2626359325205321,0.8178553292324098,0.7373640674794679,0.8736780577941666
pfizer,covidadmittedproxy1,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Aged 65 and over,Age,Aged 65 and over,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.6957025263255434,0.18781308939588143,0.18821781251718744,-9.009256369774764,2.0745839528786778e-19,-2.064602660108143,-1.326802392542944,NA,Full adjustment,0.1834702910324475,0.12686869054615268,0.26532430930455253,0.8165297089675525,0.7346756906954475,0.8731313094538473
pfizer,covidadmitted,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.3448535459736088,0.0761965090322206,0.07619251593786883,-17.650730251121637,1.0044893379991095e-69,-1.4941881331033258,-1.195518958843892,NA,Unadjusted,0.26057786774349256,0.22443073867359686,0.30254690404284307,0.7394221322565074,0.697453095957157,0.7755692613264031
pfizer,covidadmitted,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.3769147112468465,0.07708860276845117,0.07670160139558334,-17.951577101311116,4.664673200476859e-72,-1.527247087538737,-1.226582334954956,NA,Full adjustment,0.2523559441613919,0.21713259231702176,0.2932932448050324,0.7476440558386082,0.7067067551949676,0.7828674076829782
pfizer,covidadmitted,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.7366886617824253,0.05437928392833171,0.05441831346788157,-31.913680360701413,1.7249069022045841e-223,-1.8433465962788842,-1.6300307272859664,NA,Unadjusted,0.17610257137771199,0.1582868166627075,0.19592355383534996,0.823897428622288,0.80407644616465,0.8417131833372925
pfizer,covidadmitted,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.7206751981270882,0.05468963555891869,0.05485131724429527,-31.36980631592844,5.224479167975464e-216,-1.8281818044304878,-1.6131685918236887,NA,Full adjustment,0.1789452835920713,0.1607054963245665,0.19925525418978354,0.8210547164079287,0.8007447458102165,0.8392945036754336
