treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,period_id,term_left,term_right,term_midpoint,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.28766194564283976,0.011722436233469823,0.01172011605550279,-24.544291565080336,4.976711656701718e-133,-0.3106329510062549,-0.26469094027942464,NA,Unadjusted,1,0,7,3.5,0.7500150952586151,0.732982867123638,0.7674430990771088,0.2499849047413849,0.23255690092289116,0.267017132876362
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.5787652747664798,0.013395972894725928,0.01339909269510963,-43.19436307636831,0,-0.6050270138744084,-0.5525035356585511,NA,Unadjusted,2,7,14,10.5,0.5605901141780399,0.5460596752529775,0.5755072025205991,0.43940988582196006,0.42449279747940094,0.4539403247470225
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-0.9704234324471308,0.013545107719533015,0.013545441307537851,-71.6420683840772,0,-0.9969720095646061,-0.9438748553296555,NA,Unadjusted,3,14,28,21,0.3789225560239665,0.3689950647971177,0.38911713776627616,0.6210774439760335,0.6108828622337239,0.6310049352028824
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-0.7134918470444295,0.019429665739650447,0.019431468201535997,-36.71837041052977,3.7189105188347744e-295,-0.7515768248861753,-0.6754068692026837,NA,Unadjusted,4,28,42,35,0.4899304449452929,0.4716223003373194,0.5089493026784658,0.5100695550547071,0.49105069732153417,0.5283776996626806
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-0.4606187533709312,0.019488100452187854,0.01948454961465829,-23.64020531551862,1.4885330484077398e-123,-0.49880776887064526,-0.4224297378712172,NA,Unadjusted,5,42,70,56,0.630893157443616,0.6072542156833208,0.6554523061833188,0.36910684255638404,0.34454769381668116,0.39274578431667917
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.34652015051749274,0.011746971920468086,0.011735162425730096,-29.52836423957159,1.2452286368753256e-191,-0.3695206462246514,-0.32351965481033407,NA,Full adjustment,1,0,7,3.5,0.7071445698146808,0.6910655161176721,0.7235977356063628,0.29285543018531923,0.27640226439363724,0.3089344838823279
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.6622593005844312,0.013435543266595814,0.013437634917336242,-49.28391823847166,0,-0.688596581059808,-0.6359220201090543,NA,Full adjustment,2,7,14,10.5,0.5156849300948392,0.5022804846007642,0.5294471023262896,0.4843150699051608,0.47055289767371045,0.49771951539923576
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.0813456517711,0.01360558772782912,0.013581378363270655,-79.61972804582784,0,-1.107964664223522,-1.054726639318678,NA,Full adjustment,3,14,28,21,0.3391388556527,0.3302304072965886,0.3482876224360671,0.6608611443473,0.6517123775639329,0.6697695927034114
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-0.8385425297725488,0.019488769066190577,0.019430203715746573,-43.156651471079506,0,-0.8766250292676885,-0.8004600302774092,NA,Full adjustment,4,28,42,35,0.4323401874106461,0.41618515680588264,0.4491223067271835,0.5676598125893539,0.5508776932728165,0.5838148431941174
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-0.5822349399553232,0.019556716418474524,0.019521736563890803,-29.824956301903917,1.854891165731035e-195,-0.6204968405362279,-0.5439730393744184,NA,Full adjustment,5,42,70,56,0.5586484246279175,0.5376772313767761,0.5804375638896249,0.44135157537208247,0.41956243611037514,0.46232276862322386
