treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.7696539388897613,0.011360656552731902,0.011477044292573057,-67.06029176761253,0,-0.7921485323521755,-0.7471593454273471,NA,Unadjusted,0.46317332685572843,0.4528707418242104,0.4737102905929763,0.5368266731442716,0.5262897094070237,0.5471292581757896
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.7896049744147018,0.011396414512446653,0.011540920917492169,-68.41784811279014,0,-0.8122247637614114,-0.7669851850679922,NA,region- and trial-stratified,0.4540241110030638,0.4438694622311684,0.46441107332760184,0.5459758889969362,0.5355889266723981,0.5561305377688316
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,2,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.8162912904937532,0.011464412103985504,0.01165088020170863,-70.06262843334721,0,-0.8391265960772928,-0.7934559849102135,NA,Demographic adjustment,0.4420681202822744,0.4320877458034876,0.45227902172162476,0.5579318797177256,0.5477209782783752,0.5679122541965125
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.854431150708403,0.011521674291371926,0.011678675815893725,-73.16164642104303,0,-0.8773209346946736,-0.8315413667221324,NA,Full adjustment,0.42552518194588956,0.41589563204923985,0.43537769218178396,0.5744748180541104,0.564622307818216,0.5841043679507602
pfizer,postest,age65plus-TRUE,age65plus,TRUE,BNT162b2,Positive SARS-CoV-2 test,Aged 65 and over,Age,Aged 65 and over,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.83847330565345,0.01702604968876674,0.017301434322822086,-48.462647085128154,0,-0.8723834938070665,-0.8045631174998336,NA,Unadjusted,0.432370116815177,0.41795416992045065,0.44728329412373347,0.567629883184823,0.5527167058762665,0.5820458300795494
pfizer,postest,age65plus-TRUE,age65plus,TRUE,BNT162b2,Positive SARS-CoV-2 test,Aged 65 and over,Age,Aged 65 and over,1,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.8440731640358032,0.01709928760962747,0.01740516855145477,-48.49554668433552,0,-0.8781866675415038,-0.8099596605301027,NA,region- and trial-stratified,0.4299556719762622,0.4155357333502627,0.4448760119234697,0.5700443280237377,0.5551239880765303,0.5844642666497373
pfizer,postest,age65plus-TRUE,age65plus,TRUE,BNT162b2,Positive SARS-CoV-2 test,Aged 65 and over,Age,Aged 65 and over,2,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.8542296342535647,0.0171812683100765,0.01752651497748496,-48.73927505559042,0,-0.8885809723839371,-0.8198782961231923,NA,Demographic adjustment,0.425610940912631,0.41123889825813087,0.440485260007754,0.574389059087369,0.559514739992246,0.5887611017418691
pfizer,postest,age65plus-TRUE,age65plus,TRUE,BNT162b2,Positive SARS-CoV-2 test,Aged 65 and over,Age,Aged 65 and over,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.8723861130316058,0.017223311235488526,0.01755520545151763,-49.69387088296303,0,-0.9067936834577817,-0.83797854260543,NA,Full adjustment,0.4179530752060661,0.4038169153931881,0.4325840905008168,0.5820469247939339,0.5674159094991832,0.5961830846068119
pfizer,covidemergency,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 A&E attendance,Aged 18-64,Age,Aged 18-64,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.2342248476616082,0.13833982715048262,0.13900953353732579,-8.878706490517095,6.764233362783199e-19,-1.5066785269024794,-0.961771168420737,NA,Unadjusted,0.2910602910122221,0.221644944418114,0.38221531840721723,0.7089397089877779,0.6177846815927828,0.778355055581886
pfizer,covidemergency,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 A&E attendance,Aged 18-64,Age,Aged 18-64,1,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.2375786429842397,0.13872715750919415,0.14125962109092197,-8.761021963860928,1.9348809516915433e-18,-1.5144424127922214,-0.960714873176258,NA,region- and trial-stratified,0.2900857694559868,0.21993078125571594,0.3826192639357293,0.7099142305440131,0.6173807360642707,0.780069218744284
