treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.6192601376752428,0.0062586649460522085,0.006262086919121198,-98.890377229409,0,-0.6315336025047797,-0.6069866728457058,NA,Unadjusted,0.5383425896875678,0.531775642877886,0.5449906323333954,0.46165741031243224,0.4550093676666046,0.46822435712211397
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.706444132532368,0.006337355026324163,0.006344084998472965,-111.35477105089397,0,-0.7188783106442359,-0.6940099544205002,NA,Full adjustment,0.493395530977956,0.48729854711158305,0.4995687991108985,0.5066044690220439,0.5004312008891014,0.512701452888417
pfizer,postest,cev-TRUE,cev,TRUE,BNT162b2,Positive SARS-CoV-2 test,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.6396729625551831,0.019327137883386407,0.01933422096683359,-33.085013544248525,4.882114640902266e-240,-0.6775673393193161,-0.6017785857910501,NA,Unadjusted,0.5274648966110357,0.5078509198580153,0.5478363950481273,0.4725351033889643,0.4521636049518727,0.49214908014198466
pfizer,postest,cev-TRUE,cev,TRUE,BNT162b2,Positive SARS-CoV-2 test,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.708734110816445,0.019624778866891873,0.019558144743283656,-36.237287335744206,1.5758343782362302e-287,-0.7470673701177023,-0.6704008515151877,NA,Full adjustment,0.4922669586228346,0.473753862247363,0.5115034997334724,0.5077330413771655,0.4884965002665276,0.5262461377526371
pfizer,covidemergency,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 A&E attendance,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.555925300433063,0.09692283866402165,0.09693274849846688,-16.05159581808074,5.571294284541977e-58,-1.745909996412537,-1.3659406044535891,NA,Unadjusted,0.21099405939403362,0.1744861349426417,0.2551405767238034,0.7890059406059664,0.7448594232761966,0.8255138650573584
pfizer,covidemergency,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 A&E attendance,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.5632463657648323,0.09749815292757076,0.09775975138499161,-15.990694980478713,1.4836654776456623e-57,-1.7548519576170056,-1.371640773912659,NA,Full adjustment,0.20945499875654092,0.1729328417867606,0.2536903693411766,0.7905450012434591,0.7463096306588234,0.8270671582132394
pfizer,covidemergency,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 A&E attendance,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.1740176551234556,0.10596648796129274,0.10600010174449281,-11.075627624899436,1.6472190773749211e-28,-1.381774036900243,-0.9662612733466683,NA,Unadjusted,0.3091224954846822,0.25113263907419975,0.38050297869264266,0.6908775045153178,0.6194970213073574,0.7488673609258003
pfizer,covidemergency,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 A&E attendance,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.1981902146263843,0.10728084296992149,0.10717898844132191,-11.179338712292163,5.147209116970387e-29,-1.40825717187081,-0.9881232573819587,NA,Full adjustment,0.3017398023434143,0.24456915393686335,0.3722746996203246,0.6982601976565856,0.6277253003796754,0.7554308460631367
pfizer,covidadmittedproxy1,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.7684494682743204,0.21644759336960134,0.21649826166461,-8.168423407546467,3.1244566103197287e-16,-2.1927782638524844,-1.3441206726961563,NA,Unadjusted,0.17059730038729046,0.11160624588913506,0.26076890829516425,0.8294026996127095,0.7392310917048357,0.888393754110865
pfizer,covidadmittedproxy1,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.7418977559778879,0.2172549142037463,0.2192388813306508,-7.9452045431248095,1.9387061486430806e-15,-2.1715980673968143,-1.3121974445589615,NA,Full adjustment,0.17518762159404944,0.11399529910068003,0.2692277927414708,0.8248123784059506,0.7307722072585292,0.8860047008993199
