treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,period,model,model_descr,term_left,term_right,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,term_midpoint,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,0,Unadjusted,0,28,-0.6020170994185754,0.00681014710523821,0.006810055761407283,-88.4011997126687,0,-0.6153645634436432,-0.5886696353935076,14,0.5477057441838792,0.5404438333257285,0.555065232895749,0.4522942558161208,0.44493476710425095,0.45955616667427146
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,1,3,Full adjustment,0,28,-0.6789004312146086,0.006827840501328766,0.006821880841997736,-99.5180723525798,0,-0.692271071971748,-0.6655297904574693,14,0.5071743589718477,0.5004382462417148,0.5140011426589944,0.4928256410281523,0.48599885734100556,0.49956175375828515
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,2,0,Unadjusted,28,70,-0.6342689374605693,0.012699555998659184,0.012697854311244618,-49.950875314334866,0,-0.6591562745915455,-0.6093816003295932,49,0.5303230459485644,0.517287599112896,0.5436869809878877,0.4696769540514356,0.4563130190121123,0.482712400887104
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,2,3,Full adjustment,28,70,-0.747942064249321,0.012735861494901387,0.012701734268859373,-58.88503478481973,0,-0.7728370059574835,-0.7230471225411584,49,0.47333965370352377,0.4617013590213568,0.48527131963197867,0.5266603462964763,0.5147286803680213,0.5382986409786432
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,1,0,Unadjusted,0,28,-1.2414188193910582,0.08259744976883618,0.08259817246886204,-15.029616059108932,4.6972033543213875e-51,-1.4033082626188556,-1.079529376163261,14,0.2889739251336949,0.245782504389748,0.33975538500802044,0.7110260748663051,0.6602446149919796,0.754217495610252
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,1,3,Full adjustment,0,28,-1.2535937653862101,0.0827184114050581,0.08274694734232538,-15.149728245563836,7.60805362460347e-52,-1.4157748020078003,-1.09141272876462,14,0.2854770137500977,0.2427374670931956,0.33574184634786447,0.7145229862499023,0.6642581536521355,0.7572625329068043
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,2,0,Unadjusted,28,70,-1.6638379634820297,0.14813783917118856,0.14811512141716313,-11.233410522588475,2.794783196620195e-29,-1.9541382670254466,-1.3735376599386129,49,0.1894106322197114,0.1416865200485659,0.253209603747579,0.8105893677802886,0.7467903962524209,0.858313479951434
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,2,3,Full adjustment,28,70,-1.6760791763936636,0.14841137828417822,0.14801798712207903,-11.32348310486957,1.0040183607260549e-29,-1.966189100217052,-1.3859692525702751,49,0.1871061499486789,0.13998932626871763,0.25008129035078186,0.8128938500513211,0.7499187096492181,0.8600106737312824
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,1,0,Unadjusted,0,28,-1.5231883563109834,0.18454013571246158,0.18454241723211612,-8.253865854564634,1.533514762591093e-16,-1.8848848477058948,-1.161491864916072,14,0.21801566601716243,0.1518465439006049,0.31301885053122747,0.7819843339828376,0.6869811494687725,0.8481534560993951
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,1,3,Full adjustment,0,28,-1.5351643661703405,0.1847260689301834,0.1850844651666925,-8.29439880212381,1.0913574070668936e-16,-1.8979232519949158,-1.172405480345765,14,0.2154202804531481,0.1498795583135436,0.3096212569123884,0.7845797195468519,0.6903787430876116,0.8501204416864564
