treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,model_descr,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,0,Unadjusted,-0.6092215786452492,0.006001667407932156,0.006001425254514592,-101.51281617428464,0,-0.6209841560000069,-0.5974590012904915,0.5437739896557924,0.5374152767798512,0.5502079390037611,0.4562260103442076,0.4497920609962389,0.46258472322014876
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,3,Full adjustment,-0.6943573557260067,0.006017609648258484,0.006009924802807548,-115.53511541469476,0,-0.7061365918893034,-0.6825781195627099,0.49939527840030296,0.4935472934922126,0.5053125554065087,0.500604721599697,0.49468744459349134,0.5064527065077874
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,Unadjusted,-1.3416233419388615,0.07214133318104121,0.07213919044804373,-18.597704432310323,3.3536421401534708e-77,-1.483013557090903,-1.2002331267868198,0.26142094835136026,0.2269527218251203,0.30112400365740066,0.7385790516486397,0.6988759963425993,0.7730472781748797
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,3,Full adjustment,-1.3541899333863523,0.07225351563459574,0.07222696305597265,-18.749091420843985,1.9692667912298624e-78,-1.4957521796887636,-1.212627687083941,0.258156333599528,0.224079992905968,0.29741473887638553,0.741843666400472,0.7025852611236145,0.775920007094032
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,0,Unadjusted,-1.591090496792286,0.15763116370951546,0.15764045918908767,-10.09316075947098,5.9230973445301654e-24,-1.9000601193092541,-1.282120874275318,0.20370335271715043,0.14955962753085114,0.2774482431741026,0.7962966472828495,0.7225517568258975,0.8504403724691488
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,3,Full adjustment,-1.608203821851017,0.1578295548264659,0.15795329121945342,-10.181515113962702,2.3979823420764326e-24,-1.9177865838807124,-1.2986210598213217,0.20024697047724255,0.14693182373785807,0.27290785729886696,0.7997530295227575,0.727092142701133,0.8530681762621419
pfizer,covidadmitted,none,none,,BNT162b2,COVID-19 hospitalisation, ,Main analysis,,0,Unadjusted,-1.5695297449870316,0.04452432633457207,0.044524169244260774,-35.25118540396677,3.290420836338404e-272,-1.6567955131473486,-1.4822639768267145,0.2081430396540867,0.19074925525054873,0.227122904881266,0.7918569603459134,0.772877095118734,0.8092507447494512
pfizer,covidadmitted,none,none,,BNT162b2,COVID-19 hospitalisation, ,Main analysis,,3,Full adjustment,-1.5781107512170167,0.04458384475870346,0.04456874290819464,-35.408464503199106,1.2650327000949275e-274,-1.6654638821533032,-1.4907576202807302,0.20636460422952937,0.18910291616467748,0.22520197330920375,0.7936353957704706,0.7747980266907962,0.8108970838353226
pfizer,noncovidadmitted,none,none,,BNT162b2,Non-COVID-19 hospitalisation, ,Main analysis,,0,Unadjusted,-0.5339416883927964,0.008538496359744904,0.008529142811737896,-62.602034011903314,0,-0.5506585011228013,-0.5172248756627915,0.5862894388499413,0.5765700133446625,0.5961727078260326,0.41371056115005866,0.4038272921739674,0.4234299866553375
pfizer,noncovidadmitted,none,none,,BNT162b2,Non-COVID-19 hospitalisation, ,Main analysis,,3,Full adjustment,-0.552557444954648,0.008554971249432471,0.008550957392091253,-64.61936595143207,0,-0.5693170134764833,-0.5357978764328126,0.5754761781686705,0.5659118168834015,0.5852021847917218,0.42452382183132953,0.4147978152082782,0.43408818311659847
