treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.8108429081199173,0.010268106761950588,0.010404791626012093,-77.92975940938608,0,-0.8312359249735449,-0.7904498912662897,NA,Unadjusted,0.444483249736833,0.4355106950166551,0.45364066039540174,0.555516750263167,0.5463593396045983,0.5644893049833448
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.8418092304352134,0.010312367572530817,0.010501246104154267,-80.16279421374533,0,-0.8623912945921473,-0.8212271662782795,NA,region- and trial-stratified,0.4309301657471871,0.42215138603659746,0.4398915031272674,0.5690698342528129,0.5601084968727326,0.5778486139634025
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.8551258628731147,0.01036616656813207,0.01058834774336916,-80.76102935027122,0,-0.8758786431059041,-0.8343730826403252,NA,Demographic adjustment,0.4252296670863698,0.4164959076032837,0.4341465701569819,0.5747703329136302,0.5658534298430181,0.5835040923967163
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.897007181804005,0.010396479997485471,0.010606246531675674,-84.57348027175146,0,-0.9177950430172421,-0.8762193205907678,NA,Full adjustment,0.4077882714482686,0.3993987279063079,0.4163540409917777,0.5922117285517314,0.5836459590082224,0.6006012720936921
pfizer,postest,cev-TRUE,cev,TRUE,BNT162b2,Positive SARS-CoV-2 test,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.7590576694202642,0.024208906349105046,0.024429585577768025,-31.07124625605763,5.892971847457908e-212,-0.8069387773099287,-0.7111765615305997,NA,Unadjusted,0.46810733109126934,0.4462219623589246,0.491066087968874,0.5318926689087307,0.508933912031126,0.5537780376410755
pfizer,postest,cev-TRUE,cev,TRUE,BNT162b2,Positive SARS-CoV-2 test,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.769230306084281,0.024250766592221692,0.0244803354743945,-31.42237600824003,1.0012019590944314e-216,-0.8172108819435525,-0.7212497302250095,NA,region- and trial-stratified,0.46336958383912114,0.44166178507845827,0.48614432690638665,0.5366304161608788,0.5138556730936134,0.5583382149215417
pfizer,postest,cev-TRUE,cev,TRUE,BNT162b2,Positive SARS-CoV-2 test,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.7823776275558697,0.024461117947085876,0.02474987544702506,-31.61137635744796,2.5760857861293753e-219,-0.830886492053891,-0.7338687630578484,NA,Demographic adjustment,0.45731738722511617,0.43566290338211333,0.48004820019062777,0.5426826127748838,0.5199517998093722,0.5643370966178867
pfizer,postest,cev-TRUE,cev,TRUE,BNT162b2,Positive SARS-CoV-2 test,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.8179556691845812,0.024604808411322298,0.024786506207577816,-33.000038905624905,8.111940185325124e-239,-0.8665363286540122,-0.7693750097151502,NA,Full adjustment,0.4413329634823466,0.4204051757130281,0.4633025374289517,0.5586670365176534,0.5366974625710483,0.579594824286972
pfizer,covidemergency,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 A&E attendance,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.707714976316122,0.11989938163909492,0.12104611374289051,-14.10797028926856,3.39200921645108e-45,-1.9449609997207262,-1.4704689529115176,NA,Unadjusted,0.18127954777699595,0.1429927999884804,0.22981768623930413,0.818720452223004,0.7701823137606959,0.8570072000115196
pfizer,covidemergency,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 A&E attendance,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.7133492226387366,0.12028946924412695,0.12212789373674042,-14.029139209851943,1.033989709406601e-44,-1.9527154958704827,-1.4739829494069905,NA,region- and trial-stratified,0.1802610460905959,0.1418882510168096,0.22901152494878765,0.8197389539094041,0.7709884750512124,0.8581117489831904
