treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,period_id,term_left,term_right,term_midpoint,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.18549389028654073,0.017741578598725615,0.017739463794703186,-10.456566919566487,1.367199318093344e-25,-0.2202626004292112,-0.15072518014387026,NA,Unadjusted,1,0,7,3.5,0.830693910867186,0.8023080838497026,0.8600840343534277,0.16930608913281397,0.13991596564657227,0.19769191615029735
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.7177547921582784,0.01936434603377423,0.019412193483562674,-36.974430157315254,2.950433145476381e-299,-0.7558019922469844,-0.6797075920695724,NA,Unadjusted,2,7,14,10.5,0.487846343709622,0.4696338209745551,0.5067651528524416,0.512153656290378,0.4932348471475584,0.5303661790254449
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.4934609618014572,0.023221507101454496,0.02322519666457092,-64.30347968074132,0,-1.538981510797876,-1.4479404128050384,NA,Unadjusted,3,14,28,21,0.22459399761743287,0.2145995574926087,0.23505390390899009,0.7754060023825671,0.7649460960910099,0.7854004425073913
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.3378915109651164,0.034408945596979754,0.03440166746592875,-38.89030996215976,0,-1.40531754020646,-1.2704654817237728,NA,Unadjusted,4,28,42,35,0.26239834975770476,0.24528915491625142,0.2807009302106124,0.7376016502422953,0.7192990697893876,0.7547108450837485
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.0284397512552714,0.03992464652049945,0.0399610231483748,-25.73607155744454,4.61607565808703e-146,-1.1067619174114574,-0.9501175850990855,NA,Unadjusted,5,42,70,56,0.3575644150019364,0.33062782981763716,0.3866955511464232,0.6424355849980636,0.6133044488535768,0.6693721701823628
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.1923239784498095,0.017743982382139686,0.01774110288397096,-10.840587516324799,2.2104688803786652e-27,-0.22709590114841227,-0.15755205575120673,NA,region- and trial-stratified,1,0,7,3.5,0.8250395301600788,0.7968443603364596,0.8542323447446487,0.1749604698399212,0.1457676552553513,0.20315563966354044
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.7386530377026285,0.019385777591749292,0.01946337135540534,-37.95092968297554,3.724728365e-315,-0.7768005445769515,-0.7005055308283055,NA,region- and trial-stratified,2,7,14,10.5,0.47775700298684787,0.45987500964829126,0.4963343280547905,0.5222429970131521,0.5036656719452095,0.5401249903517087
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.5562732182305081,0.023328692253558544,0.02333167784423076,-66.70215612527535,0,-1.6020024665040915,-1.5105439699569247,NA,region- and trial-stratified,3,14,28,21,0.21092066357421163,0.20149263149962837,0.2207898422462551,0.7890793364257884,0.7792101577537449,0.7985073685003716
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.4090746120534086,0.03477797839147021,0.03486959502139382,-40.40983588105591,0,-1.4774177624508376,-1.3407314616559796,NA,region- and trial-stratified,4,28,42,35,0.24436931497233885,0.22822626256248568,0.26165420854534877,0.7556306850276612,0.7383457914546512,0.7717737374375143
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.0678053877756264,0.0402302502970101,0.040374478134287406,-26.447534113606512,3.895005618883829e-154,-1.1469379108134297,-0.9886728647378231,NA,region- and trial-stratified,5,42,70,56,0.3437621147285683,0.31760782537792637,0.3720701509228944,0.6562378852714317,0.6279298490771056,0.6823921746220736
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.20123463778084974,0.017757213584108613,0.017758197837676706,-11.331929040338766,9.117429579899942e-30,-0.23604006597303315,-0.16642920958866633,NA,Demographic adjustment,1,0,7,3.5,0.817720540909268,0.7897490312355209,0.846682751834278,0.18227945909073195,0.153317248165722,0.21025096876447913
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.7505347269352409,0.019406876406421955,0.019501753214616606,-38.485500184296946,5e-324,-0.7887574608712777,-0.7123119929992041,NA,Demographic adjustment,2,7,14,10.5,0.4721140331424897,0.4544090656902934,0.4905088325019943,0.5278859668575103,0.5094911674980057,0.5455909343097066
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.5754236143215656,0.023368786734549365,0.023395164683184533,-67.33971039126364,0,-1.6212772945129907,-1.5295699341301405,NA,Demographic adjustment,3,14,28,21,0.20691987988820107,0.19764608552644694,0.21662881194385397,0.793080120111799,0.783371188056146,0.8023539144735531
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.4332998508437544,0.03482524138929913,0.034924611093560265,-41.03982280587342,0,-1.5017508307612006,-1.3648488709263082,NA,Demographic adjustment,4,28,42,35,0.23852053998209827,0.22273983879331583,0.2554192743496724,0.7614794600179018,0.7445807256503276,0.7772601612066842
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.0901671096714076,0.04026360267781906,0.040395783380562496,-26.987151094487018,2.0916060035294205e-160,-1.1693413902245917,-1.0109928291182235,NA,Demographic adjustment,5,42,70,56,0.33616031337321745,0.31057141929518933,0.3638575518108861,0.6638396866267826,0.6361424481891139,0.6894285807048106
pfizer,postest,cev-FALSE,cev,FALSE,BNT162b2,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.23600200587299097,0.017768524739705405,0.017758337618744676,-13.28964517623997,2.6583581320579686e-40,-0.2708077080310333,-0.20119630371494862,NA,Full adjustment,1,0,7,3.5,0.7897790897346689,0.7627631555329599,0.8177518880632001,0.21022091026533107,0.1822481119367999,0.23723684446704008
